"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1852754","88a042ab4e3b9c9c7468333ef50a6cc5e8c27f707b854e12d59a18d380817dc3f27e0e1e9198bd5097ed12bfa3afdda502259314fc30e443d7a99da68437fd2d","2024-06-28T23:10:00.000","2","DRIVER",,"1764959",,"MERCEDES-BENZ","C300","IL","2013","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852749","98bb622b3591693e3ddeac5c5b6eef1993377634a2b56aa63547da726dc41325932c2890b83e3b727c246495fb579540156b23480b50733c9531221e395e0b66","2024-06-28T23:00:00.000","1","DRIVER",,"1764954",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852750","98bb622b3591693e3ddeac5c5b6eef1993377634a2b56aa63547da726dc41325932c2890b83e3b727c246495fb579540156b23480b50733c9531221e395e0b66","2024-06-28T23:00:00.000","2","DRIVER","1","1764962",,"TOYOTA","COROLLA","IL","2020","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT",,,"2",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852744","d8559f1d651a173a0431e650cd878e8578d22ee9c1bbade408c9814c6e62e5d6c3001ecb4b656568fb7ca5bfff327b136eae83f6627732522d515056f13cf44b","2024-06-28T23:00:00.000","1","DRIVER",,"1764952",,"HONDA","ACCORD","IL","2016","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852745","d8559f1d651a173a0431e650cd878e8578d22ee9c1bbade408c9814c6e62e5d6c3001ecb4b656568fb7ca5bfff327b136eae83f6627732522d515056f13cf44b","2024-06-28T23:00:00.000","2","DRIVER",,"1764949",,"TOYOTA","CAMRY","IL","2010","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852864","e0d5c9d32bf3eef6a7caa1926554ad9da11abd86bb3f33b5518d4b14ab3bc1881f6e189fc5f862d8fad426bdda9136768051ac6815ff607dc7d9fe4874b7decc","2024-06-28T22:50:00.000","1","DRIVER",,"1765068",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","XX",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","BACKING",,,"1",,,,,,,,,,"N","N",,,,,,"Y","SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852865","e0d5c9d32bf3eef6a7caa1926554ad9da11abd86bb3f33b5518d4b14ab3bc1881f6e189fc5f862d8fad426bdda9136768051ac6815ff607dc7d9fe4874b7decc","2024-06-28T22:50:00.000","2","DRIVER",,"1765073",,"VOLVO","OTHER (EXPLAIN IN NARRATIVE)","IN","2023","NONE","OTHER","OTHER","W","TURNING LEFT",,,"1",,,,"Y",,,,,,,,,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852725","18668245c2771d8549bc74175a35725aa6bfd774289b03eaf178b39810dbb2b4214f7d6b6df6b5a9c6dfc4c078c2368b9bb5dd08cc00d3e85b0672d23a8ddac7","2024-06-28T22:45:00.000","1","DRIVER",,"1764936",,"TOYOTA","PRIUS","IL",,"UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOWING",,,"Y",,,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852726","18668245c2771d8549bc74175a35725aa6bfd774289b03eaf178b39810dbb2b4214f7d6b6df6b5a9c6dfc4c078c2368b9bb5dd08cc00d3e85b0672d23a8ddac7","2024-06-28T22:45:00.000","2","PARKED",,"1764938",,"TOYOTA","CAMRY","IL",,"UNKNOWN","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,,,,,,"Y","Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852697","003f283985a9acc1025c01d8266b7bd3284fba397cfb3e691d98abfd0ce931a46d06937af54f5c04eda8bc22a2463c9478b3f42000eeaf9512964c43f1df5684","2024-06-28T22:30:00.000","1","DRIVER",,"1764900",,"CHEVROLET","TRAVERSE","IL","2010","NONE","PASSENGER","PERSONAL","UNKNOWN","OTHER",,,"1",,,,,,,"Y","Y","Y",,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852698","003f283985a9acc1025c01d8266b7bd3284fba397cfb3e691d98abfd0ce931a46d06937af54f5c04eda8bc22a2463c9478b3f42000eeaf9512964c43f1df5684","2024-06-28T22:30:00.000","2","DRIVER",,"1764912",,"(RECONSTRUCTED TRAILERS)","(RECONSTRUCTED TRAILERS)","IL","2003","UNKNOWN","TRUCK - SINGLE UNIT","CONSTRUCTION/MAINTENANCE","UNKNOWN","TURNING RIGHT",,,"1",,,,"Y",,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852717","a607cd67b7dd1bceb52bfb456b3d5f8419bb059773f67dc6f5dbe2068cd3e583510f4677136aa2571dbf4ec53a27cfc7ef0070b96e4b5b06cee0322588a154b8","2024-06-28T22:30:00.000","2","DRIVER","1","1764924",,"NISSAN","PATHFINDER","IL","2010","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"2",,,,,,,,,,,"Y","Y","Y",,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852718","a607cd67b7dd1bceb52bfb456b3d5f8419bb059773f67dc6f5dbe2068cd3e583510f4677136aa2571dbf4ec53a27cfc7ef0070b96e4b5b06cee0322588a154b8","2024-06-28T22:30:00.000","1","DRIVER",,"1764933",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852712","3253d7ceb5cc776a27058255a84000c754745b75957bcf0a1574f9a87d7d5719f6246d53403638d8d821f0a68b7a32fd56b01d29f820c8446d58e69e61b54a52","2024-06-28T22:15:00.000","1","DRIVER","1","1764918",,"TOYOTA","CAMRY","IL","2007","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"PRIVATE TOW","UNKNOWN",,,,,,"Y","Y","Y","N",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852715","6c2d58eec5ce99da5afed694c6b1ab97a25ec0c0dfdacb3777fdca4ff807516d10c4ffa7c6d251e023cb293c76a83343fbd30e31d7e80f451d1c6905fef0cd5b","2024-06-28T22:07:00.000","1","DRIVER",,"1764923",,"JEEP","GRAND CHEROKEE","IL","2011","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852716","6c2d58eec5ce99da5afed694c6b1ab97a25ec0c0dfdacb3777fdca4ff807516d10c4ffa7c6d251e023cb293c76a83343fbd30e31d7e80f451d1c6905fef0cd5b","2024-06-28T22:07:00.000","2","DRIVER",,"1764930",,"TOYOTA","CAMRY","IL","2015","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852723","e4d63b1a9fbd47aaea343b5c9b3be1c083a81d5f75860f4ad99c891dfb09b6b00c2bed5cf42639e87673e020b57a2e401c83f721c0d3e44c1a58d4d0b0bbded3","2024-06-28T22:04:00.000","1","DRIVER",,"1764932",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","E","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852724","e4d63b1a9fbd47aaea343b5c9b3be1c083a81d5f75860f4ad99c891dfb09b6b00c2bed5cf42639e87673e020b57a2e401c83f721c0d3e44c1a58d4d0b0bbded3","2024-06-28T22:04:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852998","73e9b849332eaf59d04cce21cfe5e103e54b1cb974d1e0e61f93182c9b296d84cf9f1cdae9845eed77df996068daa15b46302b2c11ad600fb6e4fcade4960b8a","2024-06-28T22:03:00.000","1","DRIVER",,"1765205",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852999","73e9b849332eaf59d04cce21cfe5e103e54b1cb974d1e0e61f93182c9b296d84cf9f1cdae9845eed77df996068daa15b46302b2c11ad600fb6e4fcade4960b8a","2024-06-28T22:03:00.000","2","DRIVER",,"1765197",,"NISSAN","ALTIMA","IL","2011","NONE","PASSENGER","PERSONAL","S","CHANGING LANES",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852713","5c492da3c77dc0a693a587877df07783c6c95b6d5631ee477be028c856ae887d3e21df62abfa47f00f4cdd2c30896a0aad08b1205ebe9c582e0cbeb6ffd3b59d","2024-06-28T22:00:00.000","1","DRIVER","1","1764919",,"HONDA","ODYSSEY","IL","2010","NONE","PASSENGER","PERSONAL","N","MERGING",,,"2",,,,,,,,,,,,,,"Y","Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852714","5c492da3c77dc0a693a587877df07783c6c95b6d5631ee477be028c856ae887d3e21df62abfa47f00f4cdd2c30896a0aad08b1205ebe9c582e0cbeb6ffd3b59d","2024-06-28T22:00:00.000","2","DRIVER",,"1764929",,"CHEVROLET","CRUZE","IL","2017","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y",,,,,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852699","f995d753496c930882d29a751dd8b7846ae33a851addae262369ccfee286575648e08ea887a7f56ff9ed3bc0d6a162d58ff980b4a23052b74b1e7246853840a8","2024-06-28T21:58:00.000","1","DRIVER",,"1764922",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852700","f995d753496c930882d29a751dd8b7846ae33a851addae262369ccfee286575648e08ea887a7f56ff9ed3bc0d6a162d58ff980b4a23052b74b1e7246853840a8","2024-06-28T21:58:00.000","2","DRIVER","1","1764907",,"HONDA","ACCORD","WI",,"UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,"Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853084","62ca04aedc37ded84614fbbbac6fb8260c020db61e68fd8389fb7729193a59ed0651c87384e9d276f3c5d5dc6b46f22522089cfd53fa6c94eeba090eff309e84","2024-06-28T21:48:00.000","1","DRIVER",,"1765271",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853085","62ca04aedc37ded84614fbbbac6fb8260c020db61e68fd8389fb7729193a59ed0651c87384e9d276f3c5d5dc6b46f22522089cfd53fa6c94eeba090eff309e84","2024-06-28T21:48:00.000","2","DRIVER",,"1765274",,"CHEVROLET","TRAVERSE","IL","2015","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852690","06697d6f248eb2838b7de68ed5168e700643abb3ef467a488211038e632850974421547b9f4b057b292b8feca591146bf39207025e5c3188507545a3d611ba3c","2024-06-28T21:45:00.000","1","DRIVER",,"1764898",,"FORD","F150","IL","2017","UNKNOWN","PICKUP","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852691","06697d6f248eb2838b7de68ed5168e700643abb3ef467a488211038e632850974421547b9f4b057b292b8feca591146bf39207025e5c3188507545a3d611ba3c","2024-06-28T21:45:00.000","2","DRIVER",,"1764901",,"NISSAN","KICKS","IL","2019","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852746","49757690b93f257d7ece4876b14c4135a28d751528d76881b597b4e666d1d54834c2477ae992a195828234b2687cc52f1a27690bb096631780e27a53664e3c1e","2024-06-28T21:39:00.000","1","DRIVER","2","1764953",,"DODGE","DURANGO","IL","2020","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT","Y",,"3",,"CITY OF CHICAGO","10301 S DOTY AVE",,"Y",,,,,,,,,,"Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852747","49757690b93f257d7ece4876b14c4135a28d751528d76881b597b4e666d1d54834c2477ae992a195828234b2687cc52f1a27690bb096631780e27a53664e3c1e","2024-06-28T21:39:00.000","2","DRIVER",,"1764963",,"GENERAL MOTORS CORPORATION (GMC)","SIERRA","IL","2020","NONE","PICKUP","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y","Y","Y","Y","Y","Y","Y",,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852748","49757690b93f257d7ece4876b14c4135a28d751528d76881b597b4e666d1d54834c2477ae992a195828234b2687cc52f1a27690bb096631780e27a53664e3c1e","2024-06-28T21:39:00.000","3","DRIVER","1","1764973",,"VOLKSWAGEN","PASSAT","IL","2019","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"PRIVATE","PRIVATE",,,,,,,,,"Y","Y",,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852922","3dcd6f39ef2eb4db165b509c707bb8f5cc1140ac6851cd1fcf9079d920a14789182cc7d0d421438dbf6c92d8120086069f8d51f3c694bf8f757d65c1e9513c7c","2024-06-28T21:35:00.000","1","DRIVER",,"1765126",,"FORD","F150","IL","2017","UNKNOWN","PICKUP","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852923","3dcd6f39ef2eb4db165b509c707bb8f5cc1140ac6851cd1fcf9079d920a14789182cc7d0d421438dbf6c92d8120086069f8d51f3c694bf8f757d65c1e9513c7c","2024-06-28T21:35:00.000","2","DRIVER",,"1765127",,"NISSAN","KICKS","IL","2019","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y","Y",,,,,"N",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852730","00dcab7c4b667819d7d583ebea204dd18e924b7f29613439d0cc0f3e6aad3081ca5f7aed8f0f2bd8e468574f4a7ca52ef7c27226808a71955f77d36c67e27444","2024-06-28T21:30:00.000","1","DRIVER",,"1764937",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852731","00dcab7c4b667819d7d583ebea204dd18e924b7f29613439d0cc0f3e6aad3081ca5f7aed8f0f2bd8e468574f4a7ca52ef7c27226808a71955f77d36c67e27444","2024-06-28T21:30:00.000","2","PARKED",,"1764939",,"SATURN","VUE","IL","2009","NONE","PASSENGER","NOT IN USE","S","PARKED",,,"0",,,,,,,,,"Y",,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852692","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","1","DRIVER",,"1764902",,"PONTIAC","G6","IL","2009","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,,"CITY TOW",,"Y","Y","Y",,,,,,,,"Y","Y",,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852693","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","2","PARKED",,"1764911",,"JEEP","JEEP","IL","2011","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,,"Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852694","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","3","PARKED",,"1764915",,"MITSUBISHI","OTHER (EXPLAIN IN NARRATIVE)","IL","2009","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y","Y","N",,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852695","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","4","PARKED",,"1764925",,"JEEP","JEEP","IL","2008","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852696","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","5","PARKED",,"1764928",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852729","6a46b7f6e93e15a56c62378f8efd25a56eceb6612b80ede6185e7973ce570c1791df0610dd7ace3571e541b40c85345a4f1ceca5271b530f421b59bc25772acc","2024-06-28T21:23:00.000","6","PARKED",,"1764934",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2008","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y",,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852705","3c43623784aa629639e53821c354fd63d1d0c31dbaad196a6cb649868efc8bd81fd1c1a4c7a16bce5319778f59a5de561bab56eb9962ccfa15858ea9e503bd77","2024-06-28T21:20:00.000","1","DRIVER",,"1764910",,"TOYOTA","COROLLA","IL","2023","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW","PRIVATE TOW",,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852706","3c43623784aa629639e53821c354fd63d1d0c31dbaad196a6cb649868efc8bd81fd1c1a4c7a16bce5319778f59a5de561bab56eb9962ccfa15858ea9e503bd77","2024-06-28T21:20:00.000","2","PARKED",,"1764913",,"FORD","ESCAPE","IL","2014","UNKNOWN","PASSENGER","NOT IN USE","E","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852684","ad0500482384a3395b6817e2dc26b5ff5634dca4c6a8dbb6f13f8f789e08b6e0ecd846fb39e55abe6763053b8c406ee2338add0893db76d4bd59940cf836c58f","2024-06-28T21:19:00.000","1","DRIVER",,"1764914",,"HONDA","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","E","TURNING RIGHT",,,"1",,,,,,,,,,,"Y","Y","Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852685","ad0500482384a3395b6817e2dc26b5ff5634dca4c6a8dbb6f13f8f789e08b6e0ecd846fb39e55abe6763053b8c406ee2338add0893db76d4bd59940cf836c58f","2024-06-28T21:19:00.000","2","DRIVER",,"1764896",,"HONDA","ACCORD","IL","2022","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"Y","Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852686","ad0500482384a3395b6817e2dc26b5ff5634dca4c6a8dbb6f13f8f789e08b6e0ecd846fb39e55abe6763053b8c406ee2338add0893db76d4bd59940cf836c58f","2024-06-28T21:19:00.000","3","DRIVER",,"1764908",,"VOLKSWAGEN","OTHER (EXPLAIN IN NARRATIVE)","IL","2024","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,,,,,,,,,,,,,"Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852701","c76872c93aa4a88c339f49a78dca03f1ce2242eb1516d33d338dc534497432d1812d0fb0a2da243188e7146b24da285a313070b5fa0c23a1937224d21ed3ca71","2024-06-28T21:10:00.000","1","DRIVER",,"1764903",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"NONE","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852702","c76872c93aa4a88c339f49a78dca03f1ce2242eb1516d33d338dc534497432d1812d0fb0a2da243188e7146b24da285a313070b5fa0c23a1937224d21ed3ca71","2024-06-28T21:10:00.000","2","PARKED",,"1764899",,"GENERAL MOTORS CORPORATION (GMC)","YUKON","IL","2007","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","PARKED","Y",,"0",,"Rodriguez Towing","Unknown",,,,,,,,,,"Y",,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852680","faa8420ccba73525f78c3cda9e021b42d0a98d8b9380869352c5afdbe0af8155de8cb532b1c65a10183959124f7acbc56da775c40ee32a3fc07ad810b5f05593","2024-06-28T21:00:00.000","1","DRIVER",,"1764886",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852681","faa8420ccba73525f78c3cda9e021b42d0a98d8b9380869352c5afdbe0af8155de8cb532b1c65a10183959124f7acbc56da775c40ee32a3fc07ad810b5f05593","2024-06-28T21:00:00.000","2","PARKED","1","1764888",,"CADILLAC","XTS","IL","2017","NONE","PASSENGER","PERSONAL","N","PARKED",,,"1",,,,,,,,,,"Y","Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852709","71d357e1743bf8d534f817c7261909290deaca6e6fcd05b8e6532e5a45e3e783ce83d256b8e685fcf4ba6408eb19bc89fe56317e1aea3dc7646b5608c6550a52","2024-06-28T20:53:00.000","1","DRIVER",,"1764920",,"CHEVROLET","EQUINOX","IL","2011","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW","UNKNOWN",,"Y","Y","Y","N",,,,,"Y","Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1852710","71d357e1743bf8d534f817c7261909290deaca6e6fcd05b8e6532e5a45e3e783ce83d256b8e685fcf4ba6408eb19bc89fe56317e1aea3dc7646b5608c6550a52","2024-06-28T20:53:00.000","2","DRIVER",,"1764935",,"HYUNDAI","SANTA FE","IL","2007","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW","UNKNOWN",,"Y","Y","Y",,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
