"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1853301","3cb410f04d17acdd97905ae17901dc0168c630ce6356db1ee80fec978f3d2ad8d06dcb5184fffb44dda3a505b1d8ee1d1c1c94a0139457bbf646e5993c1b1d34","2024-06-29T15:06:00.000","2","DRIVER",,"1765484",,"NISSAN","ALTIMA","IL","2023","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"N",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853205","43f632a2639e6c5beb3bb432f4c1bbe460917cd9dc159b0ca33f50a276ee6809007ca6b8ef0d350c55a22769013e63079a5d0f4d812f717239b5c203cda9b6f4","2024-06-29T15:05:00.000","1","DRIVER",,"1765393",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","PICKUP","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853206","43f632a2639e6c5beb3bb432f4c1bbe460917cd9dc159b0ca33f50a276ee6809007ca6b8ef0d350c55a22769013e63079a5d0f4d812f717239b5c203cda9b6f4","2024-06-29T15:05:00.000","2","PARKED",,"1765403",,"TESLA","MODEL Y","IL","2023","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y","Y","Y",,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853174","646b39d528439d76d5b6c042b2cd95d57fb71d03d16a58d2461badab0ee3870f616727e546368c7a53cbd5eb7551596ff64b1b4d1c7d36b922d8e7d82e2cd551","2024-06-29T15:03:00.000","1","DRIVER",,"1765355",,"HONDA","PILOT","IL","2009","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853175","646b39d528439d76d5b6c042b2cd95d57fb71d03d16a58d2461badab0ee3870f616727e546368c7a53cbd5eb7551596ff64b1b4d1c7d36b922d8e7d82e2cd551","2024-06-29T15:03:00.000","2","DRIVER","1","1765362",,"TOYOTA","HIGHLANDER","IL","2020","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"Y","Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853183","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","2024-06-29T15:00:00.000","1","DRIVER",,"1765365",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853184","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","2024-06-29T15:00:00.000","2","DRIVER",,"1765368",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853185","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","2024-06-29T15:00:00.000","3","DRIVER",,"1765376",,"TOYOTA","AVALON","IL","2003","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853186","2d3635c96956079385b43fc9f6bb1ea4fa9bdaa79789201e734bd43318513613a3ca1a676769200fc6cd01c88a5ffd82b966f0ca03da435002041a4aed58c535","2024-06-29T15:00:00.000","4","DRIVER",,"1765383",,"GENESIS","G70","IL","2022","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853149","8fca2e85852adcb7e5b4d65063712a167cb0ac22324ebb8a4d4ab98399ecd8aa2f271db97b7eecbb4ca5e1931c94b0cb27bc3333fb3273ae03b8e17e1f421429","2024-06-29T15:00:00.000","1","DRIVER",,"1765339",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","PASSENGER","PERSONAL","W","BACKING",,,"1",,,,,,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853150","8fca2e85852adcb7e5b4d65063712a167cb0ac22324ebb8a4d4ab98399ecd8aa2f271db97b7eecbb4ca5e1931c94b0cb27bc3333fb3273ae03b8e17e1f421429","2024-06-29T15:00:00.000","2","PARKED",,"1765341",,"FORD","F150","IL",,"NONE","PASSENGER","NOT IN USE","W","PARKED",,,"0",,,,,,,,,,,"Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853409","a25f7f809ccf89c589449c7efed0b938eeb246b09876d51b9548eb686bc9d6d25b5ce974d430046655bcb14448cc1ab44bb901006bfd72e292f665b5494ece69","2024-06-29T15:00:00.000","1","DRIVER",,"1765585",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853410","a25f7f809ccf89c589449c7efed0b938eeb246b09876d51b9548eb686bc9d6d25b5ce974d430046655bcb14448cc1ab44bb901006bfd72e292f665b5494ece69","2024-06-29T15:00:00.000","2","PARKED",,"1765588",,"MAZDA","CX-3","IL","2024","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"0",,,,,"Y","Y","Y",,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853211","23777ca7fbd4104022a64f96b04ea9da055ceaa033ac319133a1a9f1aa20b6a7bca3e689ea7b131cb3a82298befba2fb25d77f16cdaf4e91b8ee6d09d0c68999","2024-06-29T14:50:00.000","1","DRIVER",,"1765406",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","XX",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853212","23777ca7fbd4104022a64f96b04ea9da055ceaa033ac319133a1a9f1aa20b6a7bca3e689ea7b131cb3a82298befba2fb25d77f16cdaf4e91b8ee6d09d0c68999","2024-06-29T14:50:00.000","2","DRIVER","1","1765409",,"MAZDA","CX-30","IL","2021","UNKNOWN","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853213","7bcbb75adfde3f026bd378015965e58023174ee60b466306c8e136070079aa345b41883cecc3b7862c98b360942daac0564aa747f0751bd361db31c0bd55e4d7","2024-06-29T14:50:00.000","1","DRIVER","1","1765404",,"TOYOTA","COROLLA","IL","2022","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","NE","TURNING LEFT",,,"2",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853214","7bcbb75adfde3f026bd378015965e58023174ee60b466306c8e136070079aa345b41883cecc3b7862c98b360942daac0564aa747f0751bd361db31c0bd55e4d7","2024-06-29T14:50:00.000","2","DRIVER",,"1765416",,"KIA","OPTIMA / K5","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853413","8f54ea33dc48773c3172b09b53b32b4b5ce8fb5219e131e05b415fc8afc9672f5adcbb359740b4088200bea3c6a64c5228c362ebe50c44e085b516b00334b719","2024-06-29T14:50:00.000","1","DRIVER",,"1765594",,"HYUNDAI","AZERA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","S","MERGING",,,"1",,,,,"Y",,,,,,,,,,,"N",,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853414","8f54ea33dc48773c3172b09b53b32b4b5ce8fb5219e131e05b415fc8afc9672f5adcbb359740b4088200bea3c6a64c5228c362ebe50c44e085b516b00334b719","2024-06-29T14:50:00.000","2","DRIVER",,"1765596",,"JEEP","GRAND CHEROKEE","IL","2021","NONE","PASSENGER","PERSONAL","S","MERGING",,,"1",,,,,,,,,,"Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853171","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","2024-06-29T14:45:00.000","1","DRIVER",,"1765357",,"DODGE","CHARGER","IL","2007","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"SELF","UNKNOWN",,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853172","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","2024-06-29T14:45:00.000","2","DRIVER","5","1765370",,"GENERAL MOTORS CORPORATION (GMC)","ACADIA","IL","2013","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"6",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853173","88c5ccfb7c2e83ce081f01ff5133f34b99040cb95cca7ddf34da07a1a72cb92caf796264fdbe9ed57de2c81a515a89274290bbf3aa5085c66b450ca1c4de6ab3","2024-06-29T14:45:00.000","3","DRIVER","1","1765398",,"TOYOTA","RAV4","IL","2024","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853145","e1d19ef9e218a551b27066eac3919d5025b32fa0d4236a17a001569a75d9f879b0d85f96dd519105de7834d07664d4083cd58ebcf5b1d141433b6b0984dd851e","2024-06-29T14:45:00.000","1","DRIVER",,"1765369",,"SUBARU","CROSSTREK","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","CHANGING LANES",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853146","e1d19ef9e218a551b27066eac3919d5025b32fa0d4236a17a001569a75d9f879b0d85f96dd519105de7834d07664d4083cd58ebcf5b1d141433b6b0984dd851e","2024-06-29T14:45:00.000","2","DRIVER",,"1765378",,"TOYOTA","COROLLA","IL","2024","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853151","22993a6d56376dd83621253c6b0ac7a7005032b2b48808f3fa10362af744771af651c7efb3a80542bedf5a1a8bec1e314dc568b2b868c51219ccab0aa53a8455","2024-06-29T14:37:00.000","1","DRIVER",,"1765342",,"JEEP","COMPASS","IL","2024","NONE","PASSENGER","PERSONAL","S","PASSING/OVERTAKING",,,"1",,,,,"Y","Y",,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853152","22993a6d56376dd83621253c6b0ac7a7005032b2b48808f3fa10362af744771af651c7efb3a80542bedf5a1a8bec1e314dc568b2b868c51219ccab0aa53a8455","2024-06-29T14:37:00.000","2","DRIVER",,"1765354",,"NOVA BUS","OTHER (EXPLAIN IN NARRATIVE)","IL","2023","UNKNOWN","BUS UP TO 15 PASS.","CTA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y",,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853215","ad78c964e71082e9af6bca8e1b9886c71e33e101031f43dbe4ee2c58a3f2cb6f6ca277c5fc55833101bde0c1760e808622ecafadbd643f7005163dcadaf10094","2024-06-29T14:32:00.000","1","DRIVER",,"1765411",,"LINCOLN","MKS","IL","2016","NONE","PASSENGER","PERSONAL","SW","TURNING LEFT",,,"1",,,,,,,,,,,"Y","Y","Y","Y",,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853216","ad78c964e71082e9af6bca8e1b9886c71e33e101031f43dbe4ee2c58a3f2cb6f6ca277c5fc55833101bde0c1760e808622ecafadbd643f7005163dcadaf10094","2024-06-29T14:32:00.000","2","DRIVER",,"1765418",,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)","IL","2006","NONE","OTHER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y",,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853327","2815b823e3974204c639aff866dfdd06e86c2543b47dff358af9094ee2ef8f6cc029f6a2dfdc3cb1d08bba6edea11a80a9487ba1bdab8ea2401eb210d026c214","2024-06-29T14:30:00.000","1","DRIVER",,"1765501",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853328","2815b823e3974204c639aff866dfdd06e86c2543b47dff358af9094ee2ef8f6cc029f6a2dfdc3cb1d08bba6edea11a80a9487ba1bdab8ea2401eb210d026c214","2024-06-29T14:30:00.000","2","PARKED",,"1765505",,"NISSAN","ALTIMA","MI","2013","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,,,,"Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853252","4ad302df44697b58686169fdd5a58075d063cf406c10fe5cc2e57168f24cf423ea3e597eace85bb2fd3891dc6959a1891d62102f708501b18cf0d481e1fc7c76","2024-06-29T14:25:00.000","1","DRIVER",,"1765440",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"NONE","TRUCK - SINGLE UNIT","OTHER","E","BACKING",,,"1",,,,,,,,,,,,,,,,,"Y","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853218","5d2666d17a823dbc0b184d6d0128bc438139f675e1ff5e91864a5403d4a0ffe834142c992551f43196b14587130fe3076a287ff721466b1d047f7c3422f5de1b","2024-06-29T14:20:00.000","1","DRIVER",,"1765414",,"CADILLAC","ESCALADE","IL","2023","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853219","5d2666d17a823dbc0b184d6d0128bc438139f675e1ff5e91864a5403d4a0ffe834142c992551f43196b14587130fe3076a287ff721466b1d047f7c3422f5de1b","2024-06-29T14:20:00.000","2","DRIVER",,"1765424",,"TOYOTA","PRIUS","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853187","a3a12f7781482bfd3f5dbdd8a1e780114a027baf8631f2b20d6135972838224a883138a6d78269102f218550b8913ff29f89133e6b441cc4d1510ac1ba0c0079","2024-06-29T14:20:00.000","1","DRIVER",,"1765371",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853188","a3a12f7781482bfd3f5dbdd8a1e780114a027baf8631f2b20d6135972838224a883138a6d78269102f218550b8913ff29f89133e6b441cc4d1510ac1ba0c0079","2024-06-29T14:20:00.000","2","PARKED",,"1765375",,"JEEP","GRAND CHEROKEE","IL","2015","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853157","637adc087842db88bd30cd1a09e022305b3e5c59e219debe2953e5b6b7cce5e5420345331714bcf90124f11e51ff2a37bf05e5233cbea7d65bd5453ab22cd175","2024-06-29T14:15:00.000","1","DRIVER",,"1765356",,"JEEP","GRAND CHEROKEE","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853158","637adc087842db88bd30cd1a09e022305b3e5c59e219debe2953e5b6b7cce5e5420345331714bcf90124f11e51ff2a37bf05e5233cbea7d65bd5453ab22cd175","2024-06-29T14:15:00.000","2","DRIVER","1","1765367",,"FORD","FOCUS","IL","2014","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853143","91d8c5f75bd218633f3e03f9c450f0b54caf8ead6816c023f19a697305ba606450de2fadd9af2c0aedd0ed2f6ec7e3868343c509117c9f2660e2e74ab028b568","2024-06-29T14:03:00.000","1","DRIVER",,"1765336",,"ISUZU","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","OTHER","COMMERCIAL - SINGLE UNIT","NW","TURNING RIGHT",,,"1",,,,,,,,"Y",,,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853144","91d8c5f75bd218633f3e03f9c450f0b54caf8ead6816c023f19a697305ba606450de2fadd9af2c0aedd0ed2f6ec7e3868343c509117c9f2660e2e74ab028b568","2024-06-29T14:03:00.000","2","DRIVER",,"1765344",,"JEEP","CHEROKEE","IL","2013","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","NW","TURNING RIGHT","Y",,"1",,"Privately arranged",,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853102","a02e5474c9a3fc618759c79a6e3ea2429c0b176b703697fcb96e4e586a83e1de203fe8e6393dfd08d13e8a5122fddb90d9a39ae38098529de5e7269c28eee43a","2024-06-29T14:00:00.000","1","DRIVER",,"1765289",,"KIA","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853103","a02e5474c9a3fc618759c79a6e3ea2429c0b176b703697fcb96e4e586a83e1de203fe8e6393dfd08d13e8a5122fddb90d9a39ae38098529de5e7269c28eee43a","2024-06-29T14:00:00.000","2","DRIVER",,"1765293",,"KIA","OTHER (EXPLAIN IN NARRATIVE)","IL","2012","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853217","d3515eb4e36920b776acb73f0acffcbc225ae189c3fba1b18e0344a024217aac3eee1e25176736c6a6f38a2530e31d5e839033528265e46a3bab392e1e81fb59","2024-06-29T14:00:00.000","1","DRIVER",,"1765408",,"FORD","TRANSIT","IL","2023","UNKNOWN","VAN/MINI-VAN","POLICE","E","TURNING LEFT",,,"1",,,,,,,,,,"N",,,,,,,,"TOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853112","d73d3b1963e5090c04ed07c71fca64b29fee56f67684c8d58d3b53af3722b0e6422796b14ece3b9ad481b78b496aee0e22a9a3debfcbd2ebabe032394a77ca46","2024-06-29T14:00:00.000","1","DRIVER",,"1765311",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853113","d73d3b1963e5090c04ed07c71fca64b29fee56f67684c8d58d3b53af3722b0e6422796b14ece3b9ad481b78b496aee0e22a9a3debfcbd2ebabe032394a77ca46","2024-06-29T14:00:00.000","2","DRIVER",,"1765319",,"BUICK","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y","Y",,,"N",,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853161","ce5c893ee4b83c845d74b0faf9279c3373a0352904ceca022414e5074c1af9d823a931b31b18ab774b659f433129bbc832e82ce275873a86b460233a51cff6c6","2024-06-29T13:51:00.000","1","DRIVER","1","1765348",,"CHRYSLER","TOWN & COUNTRY","IL","2008","NONE","VAN/MINI-VAN","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853162","ce5c893ee4b83c845d74b0faf9279c3373a0352904ceca022414e5074c1af9d823a931b31b18ab774b659f433129bbc832e82ce275873a86b460233a51cff6c6","2024-06-29T13:51:00.000","2","DRIVER","5","1765361",,"HYUNDAI","PALISADE","LA","2022","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"6",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853165","16fa606b86286fb8dae46858dbbba9b93ef7f064dea7c23ad5feb4badad5de2205a0e25c1409125c59052880d620700a4bffc00ba854ceb2dda3c7ed79d86130","2024-06-29T13:50:00.000","1","DRIVER",,"1765346",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853166","16fa606b86286fb8dae46858dbbba9b93ef7f064dea7c23ad5feb4badad5de2205a0e25c1409125c59052880d620700a4bffc00ba854ceb2dda3c7ed79d86130","2024-06-29T13:50:00.000","2","PARKED",,"1765347",,"HONDA","CR-V","IL","2018","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853120","29c3a30cbc93e68d7a93c5388268365b7c50107060e631e2e85ce86d8d9185d98cf70b42afa2c11604a0e440635eb714f39cd2d4f553da2b9f226af20177332c","2024-06-29T13:45:00.000","1","DRIVER",,"1765314",,"JEEP","GRAND CHEROKEE","IL","2018","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853121","29c3a30cbc93e68d7a93c5388268365b7c50107060e631e2e85ce86d8d9185d98cf70b42afa2c11604a0e440635eb714f39cd2d4f553da2b9f226af20177332c","2024-06-29T13:45:00.000","2","DRIVER","1","1765320",,"NISSAN","MURANO","IL","2018","NONE","PASSENGER","PERSONAL","SW","TURNING LEFT",,,"2",,,,,"Y","Y","Y","Y","Y","N",,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853153","e420019c935ad2b7585ec7d6fb870887e113da1f258047b809563583252f37e175f1585efa5e76cc8f1094bdf4eae639168b1da5a4c69cfcc5b4ff8eb5712260","2024-06-29T13:40:00.000","1","DRIVER",,"1765345",,"KIA","SOUL","IL","2022","NONE","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD","Y",,"1",,"personal","personal",,,,,,,,,,,"Y","Y","Y",,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853154","e420019c935ad2b7585ec7d6fb870887e113da1f258047b809563583252f37e175f1585efa5e76cc8f1094bdf4eae639168b1da5a4c69cfcc5b4ff8eb5712260","2024-06-29T13:40:00.000","2","DRIVER","2","1765351",,"NISSAN","ALTIMA","IL","2010","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"3",,"personal","personal",,"Y","Y",,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1853078","a383e29b6dcc991df6233f058446ac9023299124208d02ef7917fcade1a0d7a7a6d56be0772cc5e10c0b33abf1f5e82c4d46f3ad147605eb270c2c0c7861804b","2024-06-29T13:35:00.000","1","DRIVER",,"1765272",,"HONDA","PILOT","IL","2007","NONE","PASSENGER","PERSONAL","N","BACKING",,,"1",,,,"Y",,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
